well_id,water_cut_fraction,MAIP_psi,required_injection_pressure_psi,porosity_fraction,permeability_md,TDS_mg_L,oil_in_water_ppm,TSS_mg_L,Ca_mg_L,SO4_mg_L,Ba_mg_L,Sr_mg_L,CRI,SRI,lithology,pH,temperature_C,GRSS,recommended_decision,main_reason
W06,0.801,7543,6422,0.296,763,221,9.98,197.03,1477,326,0,150,26.7,82.3,sandstone,7.68,48.36,70.56,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.77,7299,6282,0.284,723,4638,11.3,127.22,1497,226,0,56,20,1.3,sandstone,8.32,42.51,72.62,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.816,7065,8265,0.32,847,2147,7.62,192.89,1438,368,0,215,28.6,78.4,sandstone,7.81,49.31,30.16,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.794,6821,8021,0.307,778,170,10.17,107.54,1369,484,0,130,42.7,84.3,sandstone,6.82,18.02,34.66,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.838,7466,6442,0.294,680,2543,8.28,224.67,1330,361,0,115,23.2,53,sandstone,7.98,46.61,64.25,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.818,6953,8153,0.291,725,2722,5.65,335.7,1699,287,0,133,20,48.9,shale,8,42.36,64.44,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.843,6982,8182,0.32,906,2084,8.04,312.37,1127,325,0,134,50,57.4,shale,8.22,61.72,44.16,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.821,7478,5580,0.296,775,4656,9.75,261.36,1134,130,0,132,20,11.4,sandstone,8.24,39.93,62.55,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.793,7725,5841,0.302,847,140,6.79,146.71,1617,451,0,104,20,85,sandstone,9.47,41.27,34.23,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.848,6986,8186,0.284,815,1960,7.54,325.05,1804,301,0,102,26.4,48.9,sandstone,8.07,48.21,61.55,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.798,7240,7440,0.297,907,2745,4.85,47.65,1902,235,0,93,24.1,29.7,sandstone,7.83,50.26,58.36,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.857,7117,4659,0.284,607,1923,23.88,123.95,1819,292,0,138,21.1,58.3,sandstone,7.93,45.54,75.57,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.8,7285,6213,0.32,738,1961,14.91,311.66,1373,182,0,148,20,42.5,sandstone,7.9,38.79,48.89,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.798,7191,5561,0.306,741,5384,41.65,98.04,1325,264,0,165,49.8,39.6,sandstone,7.73,64.87,71.66,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.794,7237,5551,0.304,802,3512,5.89,170.49,1320,268,0,119,20,37.5,shale,8.86,42.56,64.77,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.822,6996,5787,0.293,693,2308,10.22,185.44,1051,263,0,112,20,42.6,sandstone,8.68,35.3,69.6,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W07,0.13,7600,4850,0.28,702,850,9.64,65.03,1413,228,0,154,16.3,65.7,sandstone,7.6,38.09,76.63,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.187,7052,4850,0.286,726,3659,9.77,16.25,1357,443,0,90,17.8,45,sandstone,8.12,51.79,89.48,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.172,6800,4850,0.29,711,2213,9.03,44.93,1644,5,0,101,13.1,0,sandstone,7.92,35.78,84.19,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.144,7244,4850,0.257,226,2373,8.44,99.69,1075,222,0,95,20,31,shale,8.09,39.55,64.51,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.168,7224,4850,0.259,548,2705,6.78,104.12,1278,204,0,64,20,12.6,sandstone,7.99,39.45,77.3,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.107,7349,4401,0.277,762,4842,11.85,26.87,1411,235,0,110,13,24.3,shale,7.92,47.22,47.17,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.146,7092,4518,0.264,585,719,13.26,44.04,1188,346,0,136,12.9,79.2,sandstone,8.05,41.85,75.58,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.181,7279,4850,0.266,672,1034,6.59,57.02,935,276,0,156,26.4,68.3,sandstone,7.94,50.66,76.84,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.15,7081,4454,0.265,613,4188,11,66.45,1184,222,0,105,16.4,23.6,sandstone,7.82,44.95,74.13,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.15,7129,4488,0.258,559,2026,8.09,40.47,1988,115,0,104,15.8,14.9,sandstone,8,46.84,91.61,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.243,7017,4850,0.275,203,1466,7.12,66.34,1561,184,0,75,17.8,25.1,shale,8.15,45.67,57.05,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.131,7375,4566,0.263,781,2518,21.24,113.74,601,224,0,99,20,31.6,sandstone,7.82,43.71,74.13,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.177,7315,4838,0.277,882,3756,8.87,33.72,1646,171,0,88,10.6,11.2,shale,7.69,37.45,36.57,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.151,7541,4826,0.253,642,2136,9.14,36.25,1119,308,0,104,11.2,46.8,shale,8.18,43.72,50.92,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.128,7323,4425,0.263,603,1202,7.78,46.01,1847,96,0,115,13.3,20.7,shale,7.86,44.69,49.4,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.189,6888,4850,0.258,557,2240,5.56,98.33,1926,145,0,94,19.9,17.5,sandstone,8.29,35.6,74.5,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.231,7353,4850,0.268,789,1679,7.37,13.09,1154,126,0,96,2.3,18.5,shale,8.12,35.56,32.05,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.167,7267,4791,0.285,707,2539,12.78,72.49,1571,200,0,88,27.9,23.7,shale,8.02,50.33,57.21,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.203,7780,4667,0.275,713,3003,7.49,20.82,782,243,0,90,6.4,27.9,shale,8.02,32.97,48.85,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.144,7780,4773,0.248,499,3183,11.83,47.25,1745,130,0,66,13.5,0,shale,8.01,41.59,45.07,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.195,7587,4850,0.272,687,2029,9.41,24.07,1038,183,0,101,26.4,29.3,sandstone,7.99,54.37,77.33,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.161,7544,4757,0.278,815,2218,9.09,28.8,1201,234,0,125,20.6,43.1,sandstone,8.15,50.69,71.77,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.193,7294,4850,0.285,729,3461,9.59,22.21,1365,226,0,80,6.9,18.8,shale,8.1,41.65,39.51,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.18,7105,4494,0.276,698,2708,9.96,13.91,1339,280,0,82,20.2,31.4,sandstone,7.97,53.65,90.32,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.165,7027,4797,0.26,615,2177,5.89,36.92,967,312,0,119,11.3,51.3,sandstone,7.71,42.87,73.51,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.191,7395,4850,0.287,899,233,7.75,118.99,1073,193,0,76,20,50.6,shale,8.07,37.62,40.61,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.178,6948,4850,0.277,683,644,16.23,90.81,1717,216,0,136,19.2,64.6,shale,8.35,35.3,38.91,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.187,7355,4850,0.278,733,3213,10.87,24.08,676,116,0,37,20.6,0,sandstone,7.99,51.48,88.31,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.181,6919,4522,0.271,712,1849,12.23,14.08,1295,141,0,137,16.7,32.4,sandstone,8.01,51.84,92.08,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.183,6840,4394,0.273,647,3248,7.2,52.25,1185,111,0,122,14.8,10.4,sandstone,8.07,45.22,77.25,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.195,7178,4645,0.269,599,2416,8.35,27.74,555,179,0,110,8.9,28.4,sandstone,7.8,40.05,77.12,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.246,7060,4850,0.279,802,2147,7.87,23.96,1327,29,0,103,7.6,0,shale,8.17,43.65,61,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.248,7385,4850,0.277,704,3330,8.47,13.62,1611,309,0,114,2.7,42,sandstone,8.22,44.78,82.66,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W07,0.181,7478,4347,0.257,570,2052,10.08,31.66,1440,237,0,157,10,52.4,shale,7.92,42.73,64.38,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.242,7660,4850,0.266,654,3447,8.09,51.51,724,210,0,112,14.2,27.7,shale,8.21,42.85,44.93,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.187,7780,4486,0.254,526,2974,7.52,112.38,708,195,0,156,20,39,shale,8.23,43.27,36.75,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.173,7476,4747,0.265,628,914,11.93,45.19,1150,129,0,133,13.1,39.4,sandstone,8.82,39.4,78.73,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.207,6967,4543,0.269,755,602,8.47,45.99,1001,288,0,51,21.5,41.2,sandstone,8.03,49.1,77.43,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.188,7206,4536,0.26,589,3637,5.05,95.37,1523,186,0,89,22.4,15,sandstone,8.24,46.39,78.37,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.245,7317,4850,0.261,688,2535,8.62,69.58,1208,349,0,98,16.8,46,sandstone,8.01,30.9,74.71,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.182,7357,4803,0.263,644,2857,10.02,48.19,1183,207,0,86,13.7,21.9,shale,7.99,39.02,56.17,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.234,7290,4406,0.273,714,1017,12.71,85.87,1404,90,0,99,18.7,16.1,shale,8.16,38.79,48.18,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.232,7206,4850,0.274,717,1829,6.67,46.98,1228,99,0,85,33.6,4.9,sandstone,8.24,55.07,74.86,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.175,7443,4850,0.278,207,1639,8.57,114.13,1264,198,0,105,20.4,36.9,shale,7.81,45.19,63.3,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.213,7277,4702,0.263,605,777,8.61,81.8,995,5,0,76,18.3,0,sandstone,8.16,34.72,76.65,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.238,7767,4850,0.288,757,2059,9.89,20.45,1742,161,0,146,7.9,37.1,sandstone,8.28,45.82,75.1,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.233,6966,4850,0.281,662,1621,10.63,77.49,1637,5,0,122,35.5,0,sandstone,7.84,53.84,73.53,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W07,0.259,7073,4850,0.253,637,4267,5.04,84.17,1369,154,0,67,18.5,0,shale,8.39,36.21,35.75,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.208,7265,4850,0.278,698,3236,9.21,109.87,1824,153,0,64,20,0,carbonate,7.67,33.36,71.04,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W07,0.215,7379,4344,0.264,530,1331,7.73,137.02,1253,177,0,149,20,48.2,shale,8.18,28.37,40.49,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W07,0.239,6909,4827,0.278,700,2093,6.14,63.22,990,232,0,86,31.4,31.3,carbonate,7.04,42.19,76.24,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W07,0.218,6975,4817,0.267,560,2204,12.61,105.36,1335,242,0,166,24.1,53.7,sandstone,8.01,47.04,71.72,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
